Category,Genres,Reviews,Size,Installs,Type,Price,Content Rating,Rating
1,12,250,1.1,100000,0,0,1,3.2
1,12,3617,7.9,100000,0,0,1,4.5
1,12,4806,35,1000000,0,0,1,3.7
1,12,31433,17,1000000,0,0,1,4.6
1,12,5097,19,1000000,0,0,1,4.6
1,12,1754,14,500000,0,0,1,4
1,12,2680,2.2,500000,0,0,1,4.4
1,12,1288,4.5,100000,0,0,1,4
2,13,18900,17,500000,0,0,1,4.7
2,13,49790,14,1000000,0,0,1,4.9
2,13,1150,9.8,100000,0,0,1,4.7
2,13,1739,21,500000,0,0,1,3.9
2,13,2225,52,500000,0,0,1,4.2
2,13,4369,14,100000,0,0,1,4.6
2,13,8572,25,1000000,0,0,1,4.3
2,13,964,9,50000,0,0,1,4.7
2,13,104,12,10000,0,0,1,4.8
2,13,601,35,100000,0,0,1,4.3
2,13,36,6.7,10000,0,0,1,4.5
2,13,187,30,50000,0,0,4,4.1
2,13,30,2.9,10000,0,0,1,4.2
2,13,134,17,10000,0,0,1,4.5
2,13,74,2.9,10000,0,0,1,4.4
2,13,9315,2.6,1000000,0,0,1,4.1
2,13,75,4.2,50000,0,0,1,4.4
2,13,38,7.1,10000,0,0,1,4.6
2,13,26834,57,1000000,0,0,1,4.5
2,13,2277,22,500000,0,0,1,3.9
2,13,2280,24,500000,0,0,1,4.4
2,13,184,21,10000,0,0,1,4.6
2,13,9,3.4,5000,0,0,1,3.8
2,13,364,6.4,100000,0,0,1,4
2,13,18,3.2,5000,0,0,1,4.3
2,13,473,8.2,100000,0,0,3,4.5
2,13,66,2.9,10000,0,0,1,4.1
2,13,3871,23,1000000,0,0,1,3.7
2,13,257,4.6,50000,0,0,1,4.7
2,13,62,3.1,10000,0,0,1,4.2
3,18,1857,4.9,50000,0,0,1,4.5
3,18,4478,9.5,100000,0,0,2,4.6
3,18,418,4.2,100000,0,0,1,4.5
3,18,22486,5.4,1000000,0,0,4,4.4
3,18,1435,2.8,500000,0,0,1,4.6
3,18,116507,5,1000000,0,0,4,4.8
3,18,90468,5.9,5000000,0,0,1,4.6
3,18,860,13,100000,0,0,1,4.2
3,18,363934,7.1,10000000,0,0,1,4.1
3,18,967,6.7,500000,0,0,1,4.7
3,18,17506,17,1000000,0,0,1,4.3
3,18,1862,19,1000000,0,0,1,3.3
3,18,2084,6.7,500000,0,0,1,4.6
3,18,47303,21,1000000,0,0,1,4.8
3,18,85842,37,5000000,0,0,1,4.1
3,18,7831,15,100000,0,0,4,4.6
3,18,91615,23,5000000,0,0,3,4.1
3,18,4620,19,500000,0,0,1,4.6
3,18,21336,23,1000000,0,0,1,4.7
3,18,26875,73,500000,0,0,1,4.5
3,18,1778,4.9,500000,0,0,3,3.9
3,18,2709,6.8,1000000,0,0,1,4.4
3,18,527,2.9,100000,0,0,1,4.5
3,18,1322,3.5,100000,0,0,1,4.4
3,18,1680,4,100000,0,0,1,3.4
3,18,2739,21,50000,0,0,1,4.9
3,18,1065,2.3,500000,0,0,1,4.6
3,18,8788,10,1000000,0,0,1,4.4
3,18,51269,6.1,1000000,0,0,1,4.4
3,18,30105,2.1,1000000,0,0,1,4.4
3,18,156,42,500000,0,0,1,3.5
3,18,341157,30,10000000,0,0,2,4.4
4,20,85185,29,5000000,0,0,1,4.3
4,20,1002861,35,100000000,0,0,1,4.3
4,20,16589,9.1,1000000,0,0,1,3.9
4,20,148945,25,1000000,0,0,1,4.8
4,20,4458,3.9,500000,0,0,1,4.5
4,20,62272,18,10000000,0,0,1,4.4
4,20,8941,12,5000000,0,0,1,4
4,20,46353,21,1000000,0,0,1,4.3
4,20,30847,55,5000000,0,0,1,4.2
4,20,188841,3.2,5000000,0,0,1,4.6
4,20,4034,0.023,100000,0,0,1,3.1
4,20,45964,16,1000000,0,0,1,3.9
4,20,6903,14,1000000,0,0,1,4.1
4,20,31614,37,10000000,0,0,1,4.4
4,20,207372,11,5000000,0,0,1,4.5
4,20,1225,25,100000,0,0,1,4.4
4,20,380837,7.3,10000000,0,0,1,4.4
4,20,10600,6.5,1000000,0,0,1,4.3
4,20,74359,25,1000000,0,0,1,4.4
4,20,822,3.1,100000,0,0,1,4.6
4,20,2287,1.5,1000000,0,0,1,4.4
4,20,4162,7.5,100000,0,0,1,4.7
4,20,14760,8.6,50000000,0,0,1,3.8
4,20,286897,39,10000000,0,0,1,4.7
4,20,103755,14,10000000,0,0,1,4.5
4,20,46505,19,1000000,0,0,1,4.2
4,20,11442,6.8,100000,1,4.99,1,4.7
4,20,10295,39,100000,1,4.99,1,4.8
4,20,296,14,50000,0,0,1,4.2
4,20,29313,20,5000000,0,0,1,4.3
4,20,1802,26,100000,0,0,1,4.1
4,20,1383,51,100000,0,0,1,3.8
4,20,23175,41,1000000,0,0,1,4.3
4,20,5868,20,500000,0,0,1,3.8
4,20,5448,12,500000,0,0,1,4.1
4,20,4159,48,500000,0,0,1,4.6
4,20,20815,10,1000000,0,0,1,4.3
4,20,78662,22,1000000,0,0,1,4.5
4,20,7149,11,1000000,0,0,1,4.1
4,20,3079,8.5,100000,0,0,1,4.5
4,20,5800,8.6,100000,0,0,1,4.6
4,20,16422,28,1000000,0,0,1,4.2
4,20,108741,28,10000000,0,0,1,4.4
4,20,624,9,100000,0,0,1,4
4,20,1661,46,100000,0,0,1,4.2
4,20,308,14,50000,0,0,1,4.1
4,20,5211,26,1000000,0,0,1,3.8
4,20,1058,23,500000,0,0,1,3.9
4,20,413,29,10000,0,0,1,4.5
5,31,24005,4.9,500000,0,0,0,4.6
5,31,57106,27,1000000,0,0,4,4.7
5,31,2249,32,500000,0,0,1,4.7
5,32,516,12,50000,0,0,1,4.8
5,31,834,15,50000,0,0,3,3.9
5,31,1010,11,50000,0,0,3,4.1
5,31,238970,28,1000000,0,0,4,4.4
5,31,302,2.2,10000,0,0,4,4.6
5,31,438,3.4,10000,0,0,1,4.5
5,31,73,8.3,10000,0,0,1,4.7
5,31,39,4.3,10000,0,0,2,4.4
5,31,144,4.7,10000,0,0,1,4.5
5,31,2181,10,100000,0,0,4,3.9
5,31,93965,15,5000000,0,0,4,3.2
5,31,1446,7.1,100000,0,0,3,3.2
5,31,12088,21,1000000,0,0,3,4.1
5,31,314,6.1,100000,0,0,1,4.5
5,31,15194,15,1000000,0,0,4,4.2
5,31,22551,11,1000000,0,0,4,3.7
5,31,29839,29,1000000,0,0,4,4.5
5,31,279,3.3,100000,0,0,1,4.6
5,31,1677,40,100000,0,0,1,4.7
5,31,757,10,10000,0,0,4,4.4
5,31,115,9.1,10000,0,0,3,3.5
5,31,125,4.7,5000,0,0,4,3.3
5,31,9952,38,500000,0,0,2,4.5
5,31,21,6.7,5000,0,0,1,4.2
5,31,15,37,1000,0,0,1,5
5,31,3596,7.8,10000,0,0,4,4.7
5,31,1006,19,50000,0,0,1,4.4
5,31,5968,5.7,1000000,0,0,1,4.4
5,31,4895,35,100000,0,0,1,4.6
6,33,125257,17,10000000,0,0,4,4.3
6,33,158679,8.8,5000000,0,0,1,4.3
6,33,4187998,16,100000000,0,0,1,4.3
6,33,659395,11,100000000,0,0,1,4.3
6,33,4785892,11,500000000,0,0,1,4.3
6,33,30209,15,5000000,0,0,1,4.3
6,33,36901,6.6,5000000,0,0,1,4
6,33,192948,6.6,10000000,0,0,1,4.3
6,33,13698,5.1,10000000,0,0,1,3.9
6,33,20769,18,1000000,0,0,1,3.6
6,33,36880,4,1000000,0,0,1,4.4
6,33,615381,37,10000000,0,0,3,4.4
6,33,33053,22,5000000,0,0,1,4.2
6,33,3648120,3.3,100000000,0,0,4,4.4
6,33,136662,32,10000000,0,0,1,4.4
6,33,42370,37,1000000,0,0,1,3.9
6,33,2939,17,100000,0,0,1,4.4
6,33,40751,35,10000000,0,0,4,3.9
6,33,17712922,40,500000000,0,0,4,4.5
6,33,25021,61,5000000,0,0,1,3.7
6,33,27187,66,5000000,0,0,1,4.3
6,33,122498,0.079,10000000,0,0,1,4
6,33,132014,25,10000000,0,0,1,4.1
6,33,83239,14,5000000,0,0,1,4.2
6,33,2876500,24,100000000,0,0,1,4.4
6,33,28238,17,1000000,0,0,1,4.1
6,33,335646,8.3,10000000,0,0,1,4.3
6,33,349384,8.2,10000000,0,0,1,4.5
6,33,37320,8.4,1000000,0,0,1,4.3
6,33,15880,32,1000000,0,0,1,4.2
6,33,2264916,6.1,50000000,0,0,1,4.6
6,33,42925,2.8,1000000,0,0,1,4.2
6,33,13100,2.2,1000000,0,0,1,4.1
6,33,55098,4.3,1000000,0,0,1,4.1
6,33,1133501,4.7,10000000,0,0,1,4.3
6,33,12578,2.3,500000,0,0,1,4.1
6,33,10965,2.3,500000,0,0,1,4.2
6,33,190613,11,10000000,0,0,1,4.2
6,33,125232,2.7,10000000,0,0,1,4.2
6,33,72065,13,1000000,0,0,1,4.3
6,33,27540,3.7,1000000,0,0,1,4.4
6,33,104990,10,5000000,0,0,1,4.2
6,33,177703,13,10000000,0,0,3,4.4
6,33,177263,13,10000000,0,0,3,4.2
6,33,237468,8.8,1000000,0,0,1,4.8
6,33,32254,5.5,1000000,0,0,1,4.4
6,33,483565,20,10000000,0,0,1,4.4
6,33,552441,29,10000000,0,0,1,4.4
6,33,93825,11,5000000,0,0,1,4.4
6,33,15287,17,1000000,0,0,1,4.2
6,33,205739,17,5000000,0,0,1,4.5
6,33,9498,0.118,1000000,0,0,1,4
6,33,88427,5.1,5000000,0,0,1,4.2
6,33,183374,44,1000000,0,0,1,4.6
6,33,20901,7.3,1000000,0,0,1,4.1
6,33,122595,30,1000000,0,0,1,4
6,33,124346,0.695,10000000,0,0,1,4.2
6,33,255,1.6,10000,0,0,1,4.1
6,33,41420,19,5000000,0,0,1,4.3
6,33,29208,23,1000000,0,0,1,4.1
6,33,191032,26,5000000,0,0,1,4.6
7,34,57,6.2,1000,1,6.99,1,2.6
7,34,2,17,100,1,7.99,3,3.5
7,34,285726,15,10000000,0,0,3,4.1
7,34,2556,56,100000,0,0,3,4.1
7,34,7779,12,500000,0,0,3,4.2
7,34,61637,11,5000000,0,0,3,4.5
7,34,12632,29,1000000,0,0,3,4.4
7,34,48845,40,1000000,0,0,3,4
7,34,31320,53,5000000,0,0,3,3.1
7,34,172460,3.1,5000000,0,0,3,4.4
7,34,4195,24,100000,0,0,3,4.2
7,34,11633,23,500000,0,0,3,4.1
7,34,10212,5,1000000,0,0,3,3.9
7,34,37053,44,1000000,0,0,3,4.3
7,34,667,27,10000,0,0,3,4.4
7,34,13202,6.1,1000000,0,0,3,3.5
7,34,1157,21,100000,0,0,3,3.3
7,34,212626,11,10000000,0,0,3,4.5
7,34,222888,21,1000000,0,0,3,4.4
7,34,2067,24,100000,0,0,3,4.1
7,34,1643,31,500000,0,0,3,3.9
7,34,105,27,5000,0,0,3,3.9
7,34,3414,6.2,500000,0,0,3,3.6
7,34,11806,12,1000000,0,0,3,3.6
7,34,1999,8,100000,0,0,3,3.4
7,34,22544,5.9,1000000,0,0,3,4.2
7,34,97684,7.9,1000000,0,0,3,4.1
7,34,2519,5,100000,0,0,3,3.4
7,34,1146,1.4,100000,0,0,3,3
7,34,13046,13,500000,0,0,3,4.6
7,34,17268,40,500000,0,0,3,4.1
7,34,8722,13,500000,0,0,3,3.9
7,34,953,19,100000,0,0,3,1.9
7,34,2593,5,500000,0,0,3,3.5
7,34,5377,19,500000,0,0,3,2.5
7,34,852,27,100000,0,0,3,3.9
7,34,212,3,50000,0,0,3,3.4
7,34,1972,13,1000000,0,0,3,3.5
7,34,35206,7.2,1000000,0,0,1,4.4
7,34,5164,25,100000,0,0,3,3.8
7,34,277,5.7,100000,0,0,3,2.5
7,34,80,5.5,10000,0,0,4,2.8
7,34,40035,6.5,1000000,0,0,3,4.2
7,34,1093,5.8,100000,0,0,3,3.5
7,34,1601,3.8,500000,0,0,3,3.3
7,34,2212,41,100000,0,0,3,4.1
7,34,57081,7.9,1000000,0,0,3,4.2
7,34,241,2.8,50000,0,0,3,3.5
7,34,63986,20,5000000,0,0,3,4.2
7,34,7888,15,500000,0,0,3,4.4
7,34,535,28,100000,0,0,3,4.1
7,34,5084,9.6,100000,0,0,3,4.2
7,34,2430,13,500000,0,0,3,4.3
7,34,837,9.4,100000,0,0,3,3
7,34,738,27,10000,0,0,3,4
7,34,4631,45,100000,0,0,3,3.3
7,34,4953,15,1000000,0,0,4,4.1
7,34,1439,38,50000,0,0,3,3.7
7,34,337,32,10000,0,0,3,4
7,34,51698,63,1000000,0,0,3,4
7,34,923,44,100000,0,0,3,4.1
7,34,149,16,10000,0,0,3,3.3
7,34,198,28,10000,0,0,3,4.4
7,34,23170,9,500000,0,0,3,4.3
7,34,13890,20,500000,0,0,3,3.4
7,34,13440,49,500000,0,0,3,4
7,34,143,27,10000,0,0,3,3.6
7,34,1059,18,100000,0,0,3,4.2
7,34,894,14,100000,0,0,3,3.5
7,34,6191,27,500000,0,0,3,4
7,34,15081,38,1000000,0,0,3,4.1
7,34,218,27,10000,0,0,3,4.4
7,34,243950,21,10000000,0,0,3,4.2
7,34,236,8.8,10000,0,0,3,4.1
7,34,5152,38,100000,0,0,3,4.2
7,34,6701,11,1000000,0,0,3,4.1
7,34,742,26,50000,0,0,3,3.9
7,34,187,19,10000,0,0,3,4
7,34,2506,6.1,500000,0,0,3,4.2
7,34,182986,77,5000000,0,0,3,4.5
7,34,8661,9.5,1000000,0,0,3,3.9
7,34,8,14,1000,0,0,3,3.6
7,34,59,38,5000,0,0,1,4.4
7,34,35,16,1000,0,0,3,3.5
7,34,28,3.4,500,0,0,1,4.4
7,34,125,4.7,5000,0,0,3,4.8
7,34,185,5,10000,0,0,3,4.6
7,34,6,4.9,100,0,0,3,4.7
7,34,110,4.9,10000,0,0,3,4.8
7,34,3,3.9,100,0,0,3,2.7
7,34,5,4.4,1000,0,0,3,5
7,34,84,4.5,1000,0,0,3,4.8
7,34,2,70,100,0,0,3,5
7,34,20,4.9,500,0,0,3,4.8
7,34,776,4.9,5000,0,0,3,4.9
7,34,2,16,100,0,0,3,3
7,34,14,21,5000,0,0,3,4.7
7,34,1,9.2,10,0,0,3,1
7,34,5,9.3,500,0,0,4,5
7,34,18,5,500,0,0,3,4.7
7,34,6,5,100,0,0,3,5
7,34,5,5,100,0,0,3,5
7,34,1,5.5,500,0,0,3,3
7,34,11,11,1000,0,0,3,4.1
7,34,3,25,100,0,0,3,5
7,34,101,15,10000,0,0,3,3.7
7,34,120,10,500,0,0,3,4.5
7,34,24,4.9,1000,0,0,3,4.2
7,34,6,9,100,0,0,3,4.3
7,34,41605,8.1,500000,0,0,3,4.4
7,34,5,14,500,0,0,3,3.4
7,34,791,3.7,10000,0,0,3,4.7
7,34,5323,3.5,50000,0,0,3,4.8
7,34,478,4.5,10000,0,0,3,4.7
7,34,69,36,5000,0,0,3,3.5
7,34,158,4.5,10000,0,0,3,4.7
7,34,24,19,1000,0,0,3,3.8
7,34,53,14,10000,0,0,3,2.9
8,35,181893,18,10000000,0,0,2,4.6
8,35,2544,18,100000,0,0,1,4.7
8,35,85375,21,5000000,0,0,1,4.6
8,35,314299,3.3,10000000,0,0,1,4.7
8,38,9770,39,5000000,0,0,1,4.5
8,35,32346,3.2,1000000,0,0,1,4.7
8,35,4075,5.1,500000,0,0,1,4.8
8,35,10611,11,500000,0,0,1,4.6
8,35,9321,27,1000000,0,0,1,4.6
8,35,56065,37,1000000,0,0,1,4.6
8,39,133136,26,1000000,0,0,1,4.9
8,35,2469,11,500000,0,0,1,3.8
8,39,390,41,500000,0,0,1,4.4
8,38,1090,49,1000000,0,0,1,4.4
8,35,266948,21,10000000,0,0,1,4.3
8,35,342918,8.1,10000000,0,0,1,4.5
8,36,748,51,1000000,0,0,1,4.4
8,35,172640,14,5000000,0,0,1,4.6
8,35,61,18,50000,0,0,3,3.9
8,35,1619,3,1000000,0,0,1,4.4
8,35,3168,19,1000000,0,0,1,4.3
8,35,6736,22,1000000,0,0,3,4.2
8,35,7005,6.9,1000000,0,0,1,4.4
8,35,889,7.4,500000,0,0,1,4
8,41,5741,84,1000000,0,0,1,4.2
8,39,27572,25,5000000,0,0,1,3.8
8,35,10852,18,1000000,0,0,1,4.5
8,35,1929,2.5,500000,0,0,1,4.5
8,35,1516,3.9,100000,0,0,1,4.3
8,35,423,21,100000,0,0,1,4.3
8,35,254519,27,5000000,0,0,1,4.7
8,35,99020,18,1000000,0,0,1,4.5
8,35,32381,10,1000000,0,0,2,4.6
8,37,56897,97,1000000,0,0,1,4.4
8,35,8599,17,1000000,0,0,1,4.2
8,35,304,2,10000,0,0,1,4
8,35,358,1.9,50000,0,0,1,4.1
8,35,11904,1.8,1000000,0,0,1,4.3
8,35,22251,1.8,1000000,0,0,1,4.3
8,35,22384,17,1000000,0,0,1,4.3
8,35,73404,5.3,1000000,0,0,1,4.6
8,35,25183,5.4,1000000,0,0,1,4.6
8,35,52743,5.4,1000000,0,0,1,4.7
8,35,61749,5.4,1000000,0,0,1,4.7
8,35,55704,15,1000000,0,0,1,4.3
8,35,19277,5.3,1000000,0,0,1,4.7
8,35,13612,48,100000,0,0,1,4.6
8,35,37862,5.4,1000000,0,0,1,4.6
8,35,18372,47,100000,0,0,1,4.6
8,35,656,0.556,10000,0,0,1,4.3
8,35,240,29,10000,0,0,1,4.2
8,35,275,2.3,50000,0,0,1,4
8,35,3692,4.4,100000,0,0,1,4.2
8,35,2363,6.6,100000,0,0,1,4.1
8,35,430,0.526,10000,0,0,1,4
8,35,756,12,100000,0,0,1,4.5
8,35,316,29,50000,0,0,1,4
8,39,172505,76,5000000,0,0,1,4.5
8,35,7973,18,1000000,0,0,1,4.6
8,35,142632,6.9,5000000,0,0,1,4.7
8,35,55256,14,5000000,0,0,1,4.4
8,35,54798,11,1000000,0,0,1,4.4
8,35,4815,19,500000,0,0,1,4
8,35,75112,6.5,1000000,0,0,1,4.6
8,35,33646,7,1000000,0,0,1,4.4
8,35,206527,21,10000000,0,0,2,4.3
8,35,3816,2.6,500000,0,0,1,4.2
8,35,47847,21,1000000,0,0,1,4.3
8,35,16195,5.2,1000000,0,0,1,4.3
8,35,206,18,50000,0,0,1,4.3
8,35,3241,16,100000,0,0,1,4.2
8,35,835,15,100000,0,0,1,4
8,35,2525,1.2,100000,0,0,1,4
8,35,200058,18,10000000,0,0,1,4.1
8,35,1239,1.8,100000,0,0,1,3.9
8,35,702,7.6,10000,0,0,1,4.1
8,39,148550,59,10000000,0,0,1,4.4
8,35,3847,6.9,500000,0,0,1,4
8,35,84309,41,5000000,0,0,1,4.4
8,35,14206,21,500000,0,0,1,4.5
8,35,14700,21,1000000,0,0,1,4.3
8,35,1405,7.3,100000,0,0,1,3.5
8,35,256079,7.6,1000000,0,0,4,4.8
8,35,16103,13,1000000,0,0,1,4.1
8,41,11,63,1000,1,3.99,1,4.9
8,39,21,44,1000,1,5.99,1,4.7
8,41,31085,24,500000,1,3.99,1,4.7
8,41,3528,24,100000,1,3.99,1,4.7
9,48,11656,4.5,1000000,0,0,1,4
9,48,296771,11,10000000,0,0,4,4.3
9,48,10939,4.6,10000000,0,0,1,3.5
9,48,22508,3.3,10000000,0,0,1,4.6
9,48,10291,6.5,5000000,0,0,4,4.2
9,48,6979,12,1000000,0,0,1,3.8
9,48,103078,5.6,5000000,0,0,1,4.3
9,48,17682,9.7,1000000,0,0,1,4.4
9,48,37000,15,1000000,0,0,3,4.4
9,48,1828284,52,100000000,0,0,1,3.7
9,48,46916,4.5,1000000,0,0,1,4.4
9,48,702975,49,50000000,0,0,1,4.2
9,48,32458,18,5000000,0,0,1,4.2
9,50,235496,13,10000000,0,0,1,4.5
9,48,11661,4,1000000,0,0,1,4.7
9,48,653008,16,10000000,0,0,1,4.5
9,50,23063,17,1000000,0,0,1,4.5
9,48,411683,24,50000000,0,0,4,4.2
9,48,501498,12,100000000,0,0,4,4.2
9,48,29690,78,1000000,0,0,4,4.1
9,48,613059,25,50000000,0,0,1,4.2
9,48,1633682,57,100000000,0,0,1,4.3
9,48,2646,9.1,100000,0,0,4,3.9
9,48,21867,39,1000000,0,0,4,4.1
9,48,2639,8.5,100000,0,0,1,3.6
9,48,1511,12,100000,0,0,1,4.3
9,48,44550,72,1000000,0,0,1,4.3
9,48,1033,16,100000,0,0,4,4.1
9,48,2442,9.6,100000,0,0,4,4.2
9,48,155234,22,1000000,0,0,4,4.2
9,48,12216,13,1000000,0,0,4,4.5
9,48,92058,12,10000000,0,0,4,3.8
9,48,493,23,50000,0,0,1,3
9,48,33387,20,1000000,0,0,4,4.1
9,53,123279,25,10000000,0,0,2,4.2
9,48,27424,17,1000000,0,0,4,4.1
9,48,29706,19,1000000,0,0,4,4
9,48,288150,21,5000000,0,0,4,4.4
9,48,14807,19,1000000,0,0,4,4.2
9,48,35928,19,1000000,0,0,4,4
9,48,64448,4.4,1000000,0,0,3,4.3
9,48,22378,19,1000000,0,0,4,3.9
9,48,16372,13,500000,0,0,4,4.5
9,48,58028,17,5000000,0,0,4,4.1
9,48,736864,20,10000000,0,0,4,4.5
9,53,1968,21,500000,0,0,1,3.6
9,48,35279,15,1000000,0,0,4,3.8
9,53,17247,7.2,1000000,0,0,2,3.7
9,48,87723,32,10000000,0,0,4,3.8
9,48,197774,44,10000000,0,0,3,3.7
9,48,8674,19,1000000,0,0,4,3.9
9,48,115033,30,10000000,0,0,1,4.1
9,48,801,57,100000,0,0,4,3.9
9,53,8968,35,1000000,0,0,1,4.2
9,48,303,44,10000,0,0,4,4.3
9,48,1856,20,100000,0,0,4,4.3
9,48,50725,19,5000000,0,0,1,4.6
9,48,1575,43,100000,0,0,1,4.5
9,48,23666,3.6,1000000,0,0,4,4.2
9,48,67554,7.7,1000000,0,0,4,4.4
9,48,38769,44,1000000,0,0,3,4.2
9,48,160164,12,10000000,0,0,4,4.3
9,48,3771,53,100000,1,2.99,3,4.6
9,48,256664,77,10000000,0,0,1,4.3
10,55,3782,9.5,100000,0,0,1,4
10,55,40113,36,5000000,0,0,1,4
10,55,7074,6.3,500000,0,0,1,4.5
10,55,2153,5.9,50000,0,0,1,4.5
10,55,20611,12,1000000,0,0,4,4
10,55,811,2.8,10000,0,0,1,4.2
10,55,15558,26,1000000,0,0,1,4.4
10,55,573,8.7,100000,0,0,1,4.6
10,55,8232,53,1000000,0,0,1,4.6
10,55,3874,14,100000,0,0,1,4.6
10,55,464,8.9,100000,0,0,1,4.4
10,55,731,11,50000,0,0,1,4.6
10,55,69,0.334,1000,0,0,4,4.9
10,55,8800,24,1000000,0,0,1,4.5
10,55,99,13,10000,0,0,1,4.6
10,55,456,2.8,50000,0,0,1,4.3
10,55,5839,3.5,100000,0,0,1,4.3
10,55,4,61,500,0,0,1,5
10,55,663,6,100000,0,0,1,4.4
10,55,16,2.3,100,0,0,1,5
10,55,1065,9,100000,0,0,1,4.5
10,55,12,29,1000,0,0,2,4.8
10,55,4298,4.4,100000,0,0,1,4.4
10,55,1,21,100,0,0,1,5
10,55,100,27,50000,0,0,1,3.7
10,55,399,24,100000,0,0,1,4.1
10,55,28,6.3,1000,0,0,1,4.8
10,55,7,3.8,500,0,0,4,4.6
12,56,52306,42,5000000,0,0,1,3.6
12,56,42644,19,5000000,0,0,1,3.8
12,56,278082,70,10000000,0,0,1,4.2
12,56,6076,32,500000,0,0,1,4.2
12,56,112656,93,5000000,0,0,1,4.2
12,56,957973,40,10000000,0,0,1,4.2
12,56,130582,24,5000000,0,0,1,4.7
12,56,167168,20,1000000,0,0,1,4.7
12,56,34428,15,10000000,0,0,1,4
12,56,15247,28,1000000,0,0,1,3.6
12,56,48445,10,5000000,0,0,1,4
12,56,21996,14,1000000,0,0,1,4.2
12,56,12073,42,1000000,0,0,1,4
12,56,111632,65,1000000,0,0,1,4.1
12,56,250706,37,10000000,0,0,1,4.4
12,56,64959,39,1000000,0,0,1,4.5
12,56,659741,47,50000000,0,0,1,4.3
12,56,510392,79,10000000,0,0,1,4.6
12,56,7215,18,1000000,0,0,1,4.3
12,56,60449,100,1000000,0,0,1,4.5
12,56,381788,32,10000000,0,0,1,4.5
12,56,10697,46,1000000,0,0,1,3.6
12,56,31804,9.8,5000000,0,0,1,4.1
12,56,3856,8.2,1000000,0,0,1,3.5
